"ID Fiche Terrain";"Libellé Sortie";"ID Fiche Fréquentation";"Libellé Territoire";"Code Habitat";"Libellé Habitat";"Heure Comptage";"Nb Total";"Nb Adultes";"Nb Enfants";"Autres usages";"Commentaires"
250379;"Champeaux_22/01/2015_14:48_NC_6900";250380;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"02:48";39;;;"";
250381;"Champeaux_22/01/2015_15:18_NC_6901";250382;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:18";44;;;"";
250383;"Champeaux_22/01/2015_15:48_NC_6902";250384;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:48";40;;;"";
250399;"Herbier_des_Haas_22/01/2015_NC_NC_6904";250400;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;13;;;"";
250419;"MOUSTERLIN_CDB_22/01/2015_11:36_AL_11051";250420;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:36";2;;;"";
250443;"Beg Lann_CDB_23/01/2015_12:25_JP_10833";250444;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:25";5;;;"";
250449;"Champ de blocs de Kéraliou_23/01/2015_12:14_C.Le Jeune_5571";250450;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"12:14";9;;;"";
250453;"Herbier de Kernisi_23/01/2015_12:14_C.Le Jeune_5572";250454;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"12:14";2;;;"";
250545;"Champ de blocs de Kéraliou_08/02/2015_NA_C.Le Jeune_5575";250546;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";;0;;;"";
250547;"Herbier de Kernisi_08/02/2015_NA_C.Le Jeune_5576";250548;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";;0;;;"";
250625;"Beg Lann_CDB_18/02/2015_09:25_JP_10834";250626;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"09:25";12;;;"";
250627;"Champ de blocs de Kéraliou_18/02/2015_10:15_C.Le Jeune_5579";250628;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"10:15";1;;;"";
250631;"Herbier de Kernisi_18/02/2015_10:15_C.Le Jeune_5580";250632;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"10:15";4;;;"";
250681;"MOUSTERLIN_CDB_19/02/2015_10:20_LM_11054";250682;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:20";0;;;"";
250705;"Champeaux_20/02/2015_14:36_NC_6913";250706;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"02:36";47;;;"";
250707;"Champeaux_20/02/2015_15:06_NC_6914";250708;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:06";57;;;"";
250709;"Champeaux_20/02/2015_15:36_NC_6915";250710;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:36";55;;;"";
250729;"Herbier_des_Haas_20/02/2015_NC_NC_6920";250730;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;19;;;"";
250769;"MOUSTERLIN_CDB_20/02/2015_11:04_GG - LM_11055";250770;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:04";0;;;"";
250783;"Sainte-Anne_20/02/2015_NC_NC_6919";250784;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;117;;;"";
250945;"MOUSTERLIN_CDB_26/02/2015_16:24_PP_11056";250946;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"04:24";-999;;;"";
250963;"Herbier_des_Haas_03/03/2015_NC_NC_6925";250964;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;0;;;"";
250973;"Herbier_des_Haas_05/03/2015_NC_NC_6926";250974;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;2;;;"";
250981;"Champ de blocs de Kéraliou_06/03/2015_11:15_A.Postollec_5613";250982;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"11:15";4;;;"";
250987;"Herbier de Kernisi_06/03/2015_11:15_A.Postollec_5614";250988;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"11:15";2;;;"";
250999;"MOUSTERLIN_CDB_06/03/2015_10:45_HY_11057";251000;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:45";-999;;;"";
251025;"MOUSTERLIN_CDB_10/03/2015_12:35_HY_11058";251026;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"12:35";-999;;;"";
251035;"Perharidy_11/03/2015_15:10_Michael Tanghe_5115";251036;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"03:10";1;;;"Promeneurs, joggeurs";
251063;"MOUSTERLIN_CDB_18/03/2015_08:40_HY_11059";251064;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"08:40";-999;;;"";
251091;"MOUSTERLIN_CDB_19/03/2015_10:05_HY_11060";251092;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:05";2;;;"";
251285;"Beg Lann_CDB_20/03/2015_10:15_JP_10835";251286;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:15";2;;;"";
251377;"Herbier_des_Haas_20/03/2015_NC_NC_6936";251378;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;90;;;"";
251527;"MOUSTERLIN_CDB_20/03/2015_10:33_HY_11061";251528;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:33";45;;;"";
251541;"Perharidy_20/03/2015_12:00_Michael Tanghe_5109";251542;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:00";38;36;2;"";
251663;"Sainte-Anne_20/03/2015_NC_NC_6934";251664;"Golfe Normand Breton";"GONB_03E_HRM";"Récifs d'hermelles de Sainte-Anne";;135;;;"";
251751;"MOUSTERLIN_CDB_21/03/2015_10:50_HY_11063";251752;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:50";83;;;"";
251773;"SAINT-NICOLAS / BANNANEC_HRBHAB_21/03/2015_11:27_MD - BF - SLC - MT - JP_11113";251774;"Finistère Sud";"FINS_12_HRB";"Saint-Nicolas des Glénan (herbier)";"11:27";8;;;"";
251831;"MOUSTERLIN_CDB_03/04/2015_11:00_HY_11064";251832;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:00";-999;;;"";
251883;"Champ de blocs de Kéraliou_11/04/2015_16:15_NA_5648";251884;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"04:15";1;;;"";
251885;"Herbier de Kernisi_11/04/2015_16:15_NA_5649";251886;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"04:15";0;;;"";
251907;"Herbier_des_Haas_16/04/2015_NC_NC_6942";251908;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;16;;;"";
251913;"Beg Lann_CDB_17/04/2015_10:00_JP_10836";251914;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:00";0;;;"";
251937;"MOUSTERLIN_CDB_17/04/2015_10:25_PP_11065";251938;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:25";4;;;"";
251941;"Perharidy_17/04/2015_11:50_Michael Tanghe_5124";251942;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"11:50";6;;;"Promeneurs, joggeurs";
251967;"Erquy_CDB_18/04/2015_NC_NC_6947";251968;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";;32;;;"";
251981;"MOUSTERLIN_CDB_18/04/2015_10:46_PP_11066";251982;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"10:46";-999;;;"";
252287;"MOUSTERLIN_CDB_20/04/2015_12:10_HY_11067";252288;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"12:10";0;;;"";
252297;"Champ de blocs de Kéraliou_21/04/2015_13:00_L.Gourrier_5675";252298;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"01:00";0;;;"";
252307;"Herbier de Kernisi_21/04/2015_13:00_L.Gourrier_5676";252308;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"01:00";1;;;"";
252327;"Perharidy_21/04/2015_14:25_Michael Tanghe_5131";252328;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:25";4;;;"Promeneurs, joggeurs";
252379;"MOUSTERLIN_CDB_22/04/2015_14:10_PP_11068";252380;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"02:10";-999;;;"";
252445;"Herbier_des_Haas_30/04/2015_NC_NC_6955";252446;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;0;;;"";
252449;"Champ de blocs de Kéraliou_01/05/2015_10:10_F.Oppermann_5679";252450;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"10:10";1;;;"";
252451;"Herbier de Kernisi_01/05/2015_10:10_F.Oppermann_5680";252452;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"10:10";0;;;"";
252483;"MOUSTERLIN_CDB_03/05/2015_11:20_HY_11069";252484;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:20";-999;;;"";
252487;"Perharidy_03/05/2015_12:20_Michael Tanghe_5137";252488;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:20";5;4;1;"Promeneurs, joggeurs";
252489;"Perharidy_03/05/2015_12:35_Michael Tanghe_5138";252490;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:35";5;2;3;"Promeneurs, joggeurs";
252491;"Perharidy_03/05/2015_12:45_Michael Tanghe_5139";252492;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:45";19;14;5;"Promeneurs, joggeurs";
252505;"Herbier_des_Haas_04/05/2015_NC_NC_6957";252506;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";;15;;;"";
252531;"Champ de blocs de Kéraliou_05/05/2015_11:52_L.Gourrier_5683";252532;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"11:52";1;;;"";
252533;"Champeaux_05/05/2015_15:00_NC_6958";252534;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:00";54;;;"";
252535;"Champeaux_05/05/2015_15:30_NC_6959";252536;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:30";54;;;"";
252537;"Champeaux_05/05/2015_16:00_NC_6960";252538;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"04:00";35;;;"";
252541;"Herbier de Kernisi_05/05/2015_11:52_L.Gourrier_5684";252542;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"11:52";0;;;"";
252635;"MOUSTERLIN_CDB_07/05/2015_13:15_HY_11070";252636;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"01:15";-999;;;"";
252647;"Champ de blocs de Kéraliou_10/05/2015_16:25_NA_5687";252648;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"04:25";0;;;"";
252649;"Herbier de Kernisi_10/05/2015_16:25_NA_5688";252650;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"04:25";0;;;"";
252797;"Perharidy_17/05/2015_12:40_Orélie Rosec_5144";252798;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:40";18;;;"";
252835;"Beg Lann_CDB_18/05/2015_11:30_JP_10837";252836;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:30";1;;;"";
252943;"MOUSTERLIN_CDB_18/05/2015_11:30_HY_11071";252944;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:30";4;;;"";
253023;"Champ de blocs de Kéraliou_19/05/2015_12:55_F.Oppermann_5691";253024;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"12:55";3;;;"";
253033;"Herbier de Kernisi_19/05/2015_12:55_F.Oppermann_5692";253034;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"12:55";1;;;"";
253063;"Perharidy_19/05/2015_14:51_Andrea Lauro_5158";253064;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:51";0;;;"Promeneurs, joggeurs";
253141;"Beg Lann_CDB_22/05/2015_14:15_JP_10838";253142;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"02:15";0;;;"";
253179;"Beg Lann_CDB_01/06/2015_10:35_JP_10839";253180;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:35";2;;;"";
253183;"Champ de blocs de Kéraliou_01/06/2015_11:15_A.Postollec_5695";253184;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"11:15";1;;;"";
253185;"Herbier de Kernisi_01/06/2015_11:15_A.Postollec_5696";253186;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"11:15";0;;;"";
253217;"Beg Lann_CDB_03/06/2015_11:50_JP_10840";253218;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:50";2;;;"";
253279;"Beg Lann_CDB_05/06/2015_13:15_JP_10841";253280;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"01:15";4;;;"";
253345;"Perharidy_14/06/2015_11:10_Michael Tanghe_5164";253346;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"11:10";5;3;2;"Promeneurs, joggeurs";
253453;"Perharidy_19/06/2015_13:56_Andrea Lauro_5168";253454;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:56";6;;;"Promeneurs, joggeurs";
253469;"Perharidy_20/06/2015_14:45_Michael Tanghe_5171";253470;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:45";0;;;"";
253553;"MOUSTERLIN_CDB_02/07/2015_11:10_PP_11073";253554;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:10";-999;;;"";
253631;"SAINT-NICOLAS / BANNANEC_CDB_03/07/2015_12:05_MD - BF - BC - EC - SF - AC - AD_11074";253632;"Finistère Sud";"FINS_12_CDB";"Saint-Nicolas des Glénan (champ de blocs)";"12:05";3;;;"";
253633;"SAINT-NICOLAS / BANNANEC_HRBHAB_03/07/2015_12:05_MD - BF - BC - EC - SF - AC - AD_11114";253634;"Finistère Sud";"FINS_12_HRB";"Saint-Nicolas des Glénan (herbier)";"12:05";0;;;"";
253665;"Champ de blocs de Kéraliou_04/07/2015_13:20_NA_5701";253666;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"01:20";1;;;"";
253697;"Herbier de Kernisi_04/07/2015_13:20_NA_5702";253698;"Rade de Brest";"BRES_03_HRB";"Kernisi (herbier)";"01:20";3;;;"";
253795;"MOUSTERLIN_CDB_04/07/2015_12:00_PP_11075";253796;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"12:00";-999;;;"";
253799;"Perharidy_04/07/2015_14:50_Orélie Rosec_5186";253800;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:50";10;;;"";
253889;"Beg Lann_CDB_05/07/2015_13:30_JP_10842";253890;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"01:30";8;;;"";
253941;"Perharidy_06/07/2015_15:51_Andrea Lauro_5192";253942;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"03:51";6;4;2;"Promeneurs, joggeurs";
253953;"Beg Lann_CDB_07/07/2015_15:40_MF_10843";253954;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"03:40";1;;;"";
253969;"Beg Lann_CDB_08/07/2015_16:15_MF_10844";253970;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"04:15";9;;;"";
253991;"Beg Lann_CDB_09/07/2015_17:15_MF_10845";253992;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"05:15";11;;;"";
254003;"Beg Lann_CDB_10/07/2015_18:00_MF_10846";254004;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"06:00";14;;;"";
254011;"Perharidy_12/07/2015_09:35_Michael Tanghe_5197";254012;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"09:35";5;;;"";
254103;"Beg Lann_CDB_17/07/2015_12:15_MF_10847";254104;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:15";14;;;"";
254111;"Champeaux_17/07/2015_15:40_NC_6962";254112;"Golfe Normand Breton";"GONB_04B_HRM";"Récifs d'hermelles de Champeaux (Plage St Michel à  la cabane Vauban de Champeaux)";"03:40";68;;;"";
254117;"Erquy_CDB_17/07/2015_15:35_SMDC_6963";254118;"Golfe Normand Breton";"GONB_00C1_CDB";"Champs de blocs de l'îlot Saint-Michel (périmètre étendu)";"03:35";9;;;"";
254185;"Beg Lann_CDB_20/07/2015_14:20_MF_10848";254186;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"02:20";8;;;"";
254203;"Perharidy_20/07/2015_15:25_Michael Tanghe_5204";254204;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"03:25";3;2;1;"Promeneurs, joggeurs";
254215;"Beg Lann_CDB_21/07/2015_14:15_MF_10849";254216;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"02:15";12;;;"";
254261;"MOUSTERLIN_CDB_23/07/2015_15:50_PP_11076";254262;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"03:50";-999;;;"";
254323;"Beg Lann_CDB_29/07/2015_09:35_JP_10850";254324;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"09:35";21;;;"";
254337;"Beg Lann_CDB_30/07/2015_10:25_JP_10851";254338;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"10:25";3;;;"";
254349;"Perharidy_30/07/2015_12:15_Michael Tanghe_5214";254350;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"12:15";16;12;4;"Promeneurs, joggeurs";
254363;"Beg Lann_CDB_31/07/2015_11:30_MF_10852";254364;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"11:30";28;;;"";
254397;"La Falaise_CDB_31/07/2015_11:15_JP_10922";254398;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:15";12;;;"";
254413;"MOUSTERLIN_CDB_31/07/2015_11:10_GG_11077";254414;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"11:10";4;;;"";
254437;"SAINT-NICOLAS / BANNANEC_CDB_31/07/2015_11:32_BF - UCC - LD - VG - KD - AD - LG_11078";254438;"Finistère Sud";"FINS_12_CDB";"Saint-Nicolas des Glénan (champ de blocs)";"11:32";0;;;"";
254439;"SAINT-NICOLAS / BANNANEC_HRBHAB_31/07/2015_11:32_BF - UCC - LD - VG - KD - AD - LG_11115";254440;"Finistère Sud";"FINS_12_HRB";"Saint-Nicolas des Glénan (herbier)";"11:32";0;;;"";
254451;"Beg Lann_CDB_01/08/2015_12:00_MF_10853";254452;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"12:00";50;;;"";
254495;"La Falaise_CDB_01/08/2015_11:50_JP_10923";254496;"Golfe du Morbihan";"GDMO_01_CDB";"Locmariaquer (champ de blocs)";"11:50";25;;;"";
254529;"SAINT-NICOLAS / BANNANEC_CDB_01/08/2015_11:42_BF - BC - LP - GC - SLC - SF - UCC_11079";254530;"Finistère Sud";"FINS_12_CDB";"Saint-Nicolas des Glénan (champ de blocs)";"11:42";0;;;"";
254531;"SAINT-NICOLAS / BANNANEC_HRBHAB_01/08/2015_11:42_BF - BC - LP - GC - SLC - SF - UCC_11116";254532;"Finistère Sud";"FINS_12_HRB";"Saint-Nicolas des Glénan (herbier)";"11:42";0;;;"";
254687;"Herbier_des_Haas_02/08/2015_15:20_AAMP_6972";254688;"Golfe Normand Breton";"GONB_01C_HRB";"Les Haas (herbier)";"03:20";30;;;"";
254785;"Perharidy_02/08/2015_13:45_Michael Tanghe_5220";254786;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"01:45";34;;;"Promeneurs, joggeurs";
254889;"Beg Lann_CDB_03/08/2015_13:30_JP_10854";254890;"Golfe du Morbihan";"GDMO_04_CDB";"Beg Lann (champ de blocs)";"01:30";23;;;"";
254923;"MOUSTERLIN_CDB_03/08/2015_13:00_GG_11080";254924;"Finistère Sud";"FINS_02_CDB";"Pointe de Mousterlin (champ de blocs)";"01:00";4;;;"";
254929;"Perharidy_03/08/2015_14:31_Andrea Lauro_5221";254930;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"02:31";26;24;2;"";"Présence d_explosifs (évacuation de la plage)"
255025;"Champ de blocs de Kéraliou_06/08/2015_16:25_F.Oppermann_5705";255026;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";"04:25";0;;;"";
255061;"Perharidy_10/08/2015_09:00_Michael Tanghe_5227";255062;"Pays de Morlaix";"MORL_03_CDB";"Perharidy (champ de blocs)";"09:00";2;;;"Promeneurs, joggeurs";
255067;"Champ de blocs de Kéraliou_11/08/2015_NA_C.Le Jeune_5708";255068;"Rade de Brest";"BRES_03_CDB";"Keraliou (champ de blocs)";;0;;;"";
